id,name,description,neighborhood_overview
1919622,OCTOBER DEAL! Beachy Cottage 2 1/2 blcks Beach,"DEAL ALERT: Come spend time by the beach in October and get our spacious and spotless cottage for $79/night. Come to Ocean Beach, endearingly just called OB, San Diego's eclectic and authentically bohemian beach town.<br /><br /><b>The space</b><br />Just minutes from the airport, OB is a lively and friendly community known for its OB Pier... the longest concrete pier on the west coast, local craft breweries, a wide variety of restaurants from casual to upscale, coffee houses, antique stores, boutiques and surf shops.<br /><br />Our comfortable and breezy apartment is within walking distance to all OB has to offer, making it a perfect destination for families, couples, singles, surfers, boaters, explorers... people with active lifestyles or people who just want to relax on the beach.<br /><br />Our beach-living inspired FourPlex is affectionately named RedFish. A freshly decorated one-bedroom apartment in white and coastal colors will greet you complete with full kitchen, towels for ba","***OCEAN BEACH LIVING***<br />All at walking distance... RedFish is surrounded by OB's ""life makers"".<br /><br />FROM BREAKFAST TO DINNER - Want to have your first coffee enjoying the ocean winds of the early morning? Walk a few feet to the Tiki Port on the corner with Voltaire and get that soothing morning coffee or latte. From the beach or RedFish step by Te Mana, a newly remodeled cottage on Voltaire for a Hawaiian light lunch. Time for Happy Hour? The choices are innumerable!!! Lucy's Tavern on the corner, Mother's Saloon one block away on Bacon, or try one of our local beer breweries like Port Pizza and Raglan Public House. You'll love the environment, great beers and IPAs, as well as their famous Organic Burger. For dinner the packed and sought after OB Noodle House is just across the street. But don't wait in line. Put your name down on the waiting list, and return to the apartment. They'll call you when your table is available, and you can just walk down to sit and enjoy an awe"
1931512,Canyon setting studio,"Cosy, comfortable and compact, this 275 sq.ft studio is perfect for either a single person or a couple who are coming to San Diego on vacation, parents visiting a student at San Diego State University (SDSU) or someone wishing to take a course at SDSU. It is close to a shopping centre, with speedy access to major freeways, and close to public transport in the form of a rapid transit bus service or the trolley from SDSU with which to explore San Diego.<br /><br /><b>The space</b><br />Located in a quiet enclave in El Cerrito, this studio - as per the photos - is attached to a restored 1929 home and comes with its own private entrance.  A short walk down the back stairs finds you on a private deck with a canyon view.  It is within walking distance of the Living Room coffee shop and close to the College Avenue shopping center with a Von' s grocery store and a variety of restaurants - Thai, Middle Eastern, Indian, Woodstock Pizza etc. There is also a Trader Joe's closer to the university o","El Cerrito is far enough away from SDSU to avoid parking and related problems that come from a student population that is the equivalent of a small town. While it is close to a busy east-west road - El Cajon boulevard - Gilbert Drive curves to create a quiet private road with minimal car and foot traffic. Due to an active Neighbourhood Watch, cameras near the boulevard ensure that unwanted activity is noticed and acted on should the need arise. As a consequence of that and police patrols near SDSU, the area is very safe and has extremely low incidence of crime."
1950115,Luxury apt in spacious canyon home,"El Cerrito is an enclave of peace and quiet. There is the comfort and amenities of the apartment of course, but where can one can sit on the deck overlooking a canyon ""forest"" and watch hummingbirds eye to eye while they feast on nectar from birds of paradise that are 30 feet high?<br /><br /><b>The space</b><br />This spacious 1BR apartment is situated on the entire top floor of this recently renovated 1938 home. It looks out across a canyon and tree covered neighbourhoods to the lights of the city in the distance, and would seem to encapsulate - at the risk of sounding a tad trite ""city living with a country atmosphere"". <br />Should you arrive by car, off-street parking is available in a space to the right of the house under Geronimo and the US flag. <br />From here - and using the slide show as a guide - guests enter the house via the main - and private entrance - to the left of the house. It leads up the steps and turns to the left to reach the top floor. <br />Once at the top of ","The ""hood"" is quiet and safe, while the neighbors are friendly but non-intrusive."
1956508,Ocean Beach Bungalow-Steps to Sand at Dog Beach,"Our wonderful bungalow gives you all the comforts of home yet on vacation. Just pack your bags. Steps from Ocean Beach, our bungalow is a great way to enjoy your stay in San Diego – just minutes from downtown and other great attractions<br /><br />New this year: Heating and Air Conditioning Central Unit, New Roof, Painted Houses, Painted Fences, Double Pane Energy Efficient Windows!<br /><br />We have an A+ rating with the BBB.<br /><br /><b>The space</b><br />We own and manage our home and have had vacation rentals since 2003.  We hear and react to what our customers need.<br /><br /><b>Guest access</b><br />Entire home, private access.  Its all yours to enjoy.<br /><br /><b>Other things to note</b><br />HOUSEKEEPING / SUPPLIES: A good supply of expendable supplies such as paper goods, soaps, etc. is provided; please bring additional if you feel this will not be adequate. Housekeeping is not provided during your stay. (Please contact us for special cleaning arrangements) Basic cleanin",OB is a throw back beach town.  Lots of color and the friendliest people you can image.
1957356,"3. Master bedroom private bathroom WIFI,AC","Clean beautiful room in a safe and quite neighborhood.<br />Close to restaurant and shops.<br />20 minutes drive to all San Diego (La Jolla, Torrey Pines, Mission Bay, Pacific Beach, Old Town, Balboa Park, Sea world, Zoo, Gaslamp Quarter, Coronado... ).<br /><br /><b>The space</b><br />This is the master room in a 3 bedrooms 2 bathrooms house. Has a private bathroom. The bed is queen size.<br /><br />We have 12 lists on Airbnb. All are free parking. <br />The lists 1,2,3 are in a 3 bedrooms 2 bathrooms house located at Mira Mesa. Close to Qualcomm and La Jolla, Del Mar... The room #3 is a master room with a privet bathroom. Room #1 and #2 shared a bathroom. There is a 27ft RV motor home full hook up in the front yard.<br /><br />Link of room 1<br />https://www.airbnb.com/rooms/2234293?s=22<br /><br />Link of room 2<br />https://www.airbnb.com/rooms/2023443?s=22<br /><br />Link of Room 3<br />https://www.airbnb.com/rooms/1957356?s=22<br /><br />Link of 27ftRv<br />https://www.airbnb.com",
1960851,Mission Beach Bayfront Condo,"This bayfront upgraded two-bedroom, two-bath condo is the perfect place to live the Mission Beach lifestyle on beautiful Mission Bay. The Pacific Ocean is less than a minute walk and the bay is right in front. Located on the second floor, the roomy balcony offers a nice view of the boats and water. Use the BBQ as you watch the boats sail on the bay, or watch the sunrise over bay with your morning coffee. There is both a stairway and an elevator, so you get to choose your access to the condo.<br /><br /><b>The space</b><br />Please note, this is not a party house. Any excessive noise complaints by the neighbors may be cause to lose your security deposit. Thank you for understanding.","This is a great location right on the bay, with the ocean just a minute walk away. There are small cafes and shops withing a 5 minute walk, and the boardwalk out front has the best people-watching in San Diego"
1970250,"Kick Back in the Hot Tub at a Calm, Coastal-Themed Oasis","Grab the boogie boards for a morning amongst the waves, then stroll the 2 blocks home and take it easy on wicker couches on the sunny backyard deck. Crisp, white decor and warm hardwood floors are accented with nautical art and ornaments.<br /><br />We are pet friendly with pre approval and a pet fee of $100",This popular area of North Pacific Beach is mostly made up of family homes with great people that live for the beach. Most neighbors have raised their families here and are truly in love with the walkability and casual beach culture.
1970541,B - Mission Bay Private Studio Get Away-KING BED,"This COMPLETELY SANITIZED & charming studio is 3 blocks from Mission Bay and central to all that San Diego has to offer.  Inviting, comfortable,  well appointed and furnished.  Ideal for working remotely or a couple with dog.  <br />KING SIZE Bed, kitchenette and 1 bath, patio, backyard access. Plenty of street parking on Clairemont, adjacent to property.<br />1 mile from Sea World.<br />Airport, Downtown, Little Italy, Balboa Park, San Diego Zoo, SD Harbor all within 10 min!<br /><br /><b>The space</b><br />This studio is dog friendly and would have access to backyard for your pet, $20/night fee.  Inquire with owners to ensure your dog would work with ours.  We have an Australian Shepherd.<br />DISINFECTED/CLEAN!  We're already very clean but we've taken extraordinary steps to disinfect ALL areas of our space including: Doorknobs, switches, remotes, handles, utensils, dishes, all counters,.... Due to extensive measures taken, we request long term stays for now.<br /><br /><b>Guest acc","Bay Park has some great breakfast, lunch, dinner, cocktail spots.  Just ask us about them or see Guest book in your room.  <br />Beautiful green space, Mission Bay Park, just 1/4 mile from our home."
1978146,California (S)-San Diego-Inn at the Park Studio,"Our place is close to great views, restaurants and dining, and family-friendly activities. You’ll love my place because of the kitchen, the coziness, , the location. My place is good for couples, solo adventurers, business travelers, and families (with kids).<br /><br />WE ARE ONLY BOOKING AVAILABLE DAYS 60 DAYS OR LESS PRIOR TO YOUR DESIRED CHECK-IN DATE.  THERE IS A THREE (3) NIGHT MINIMUM UNLESS BOOKING WITHIN 48 HOURS OF CHECK-IN.<br /><br /><b>The space</b><br />Our place is close to great views, restaurants and dining, and family-friendly activities. You’ll love my place because of the kitchen, the coziness, , the location. My place is good for couples, solo adventurers, business travelers, and families (with kids).<br /><br />WE ARE ONLY BOOKING AVAILABLE DAYS 60 DAYS OR LESS PRIOR TO YOUR DESIRED CHECK-IN DATE.  THERE IS A THREE (3) NIGHT MINIMUM UNLESS BOOKING WITHIN 48 HOURS OF CHECK-IN.<br /><br />Studio: King and two twin sleeper sofas in living area. Unit includes partial ",
1980637,WALK TO SDCC GASLAMP: Private Room in Loft,"Experience the gas lamp and downtown close up.  Located near all downtown/gas lamp has to offer.  Walk to Horton plaza (less than a block), walk to the San Diego Convention Center, the San Diego Zoo, Seaport Village, the ferry to Coronado, are all within walking distance.  If you need a quick ride the trolley and multiple bus stops are right out front.<br /><br /><b>The space</b><br />HUGE Historic 1500 Square foot loft!<br /><br />Book early as this ROOM goes fast! Gorgeous, historic, second story loft space in the heart of Downtown San Diego. Enjoy almost 1500 square feet of loft space directly across the street from the famous House of Blues, Palomar Hotel/Club and the historic Grant! This unit is decorated with ultra contemporary furnishings, fully stocked kitchen, and huge bathroom. Huge space and FUN hosts will ensure comfort and flexibility perfect for shared stays. Take advantage of all these conveniences:<br /><br />RARE HISTORICAL SOCIETY BUILDING IN THE HEART OF SD<br /><br ",
1984267,Sunny and Bright Studio,"This cozy studio is located in a quiet, yet centrally located part of Pacific Beach.  <br /><br />With lots of friendly local neighbors, you can stay for a few days or a month.. and really see what the beach life is like.<br /><br />Enjoy a large patio covered in lush fake grass with a private seating area.<br /><br /><b>The space</b><br />This studio is for TWO people or less only.  Please do not inquire about the property for more than two people. <br /><br />There is a Roku TV that is logged into Netflix and Sling TV accounts, so you shouldn't miss your favorite show!<br /><br />The bed is a very comfortable Queen.<br /><br /><b>Guest access</b><br />There is a community BBQ located in the courtyard that you can use.<br /><br /><b>Other things to note</b><br />The unit does not have a full kitchen.  I has two burners, a toaster, coffee maker, microwave, and a small fridge.<br /><br />The air conditioning is a portable unit that is installed from around late May to October.<br /><br ","The apartment has a keypad for entry, so you don't need to worry about having to keep track of keys.<br /><br />We are located in a quiet, residential area of Pacific Beach with easy access to all of San Diego’s hot spots..<br /><br />--8 blocks to the beach and Kate Sessions Park, there are great views of the city. It is (email hidden) to picnic and watch the Sea World Fireworks!<br />--3 short blocks to Garnet Avenue, which makes up the heart of Pacific Beach, where you can find great shopping, restaurants, bars, coffee shops, Trader Joe’s, Vons, a 24 hour fitness, many yoga studios, and much more..  <br />--There are many places on the boardwalk where you can rent paddle boards, boats, surfboards, and much more..<br />--Less than 3 miles to Sea World.<br />--Less than 10 miles to Downtown San Diego and the Gaslamp Quarter, which provide fun night life and more upscale restaurants. <br />--10 miles to the San Diego Zoo and beautiful Balboa Park <br />--Less than 4 miles to SeaWorld <"
1987740,"Bright, Clean & Airy 600+ sq ft Apartment Near All","Private-Entry Guest House in a quiet single-family neighborhood, on a secluded cul-de-sac.  Beautiful new Vinyl-Plank Floors, Custom Built-In Desk, Beaches, Shopping Malls, Balboa Park, and Sea World. Close to Sharp Hospital and Children's Hospital, Full-Size Fully-Stocked Kitchen & Bathroom. New Queen-size memory foam bed in bedroom area & Full-size Murphy bed in the living room! Central Heat & A/C, High-Speed Internet, Cable TV. Full-Size Washer/Dryer as well. All utilities Included!<br /><br /><b>The space</b><br />Private-entrance guest house / granny flat behind our home, tucked away on a little-used cul-de-sac in a quiet residential neighborhood called Birdland. <br /><br />Very large, light & airy, over 600 square feet.  Also includes use of a full-size washer and dryer.  Beautiful new Vinyl plank floors throughout.  Also, a nice built-in desk/counter area overlooking a beautiful orange tree.  The perfect location that allows you very quick access to all of San Diego must-see de","Our neighborhood is well established, with most homes being built in the early '60's.  There is really just one road into ""Birdland"" (all streets have bird names), so there is no through traffic.  Our apartment is close to everything, but also has the advantage of being off the beaten path (i.e., not in a noisy, congested part of town).  If a peaceful, cheerful respite is in order, we have the place for you.  Quiet, but very accessible."
2005108,2bed 2bath Close to All. Near ZOO with air.parking,"air.Easily sleeps 6. free parking mid size car. Full kitchen. 2 bathrooms. Living room w/big screen tv and dining area. We are in the middle of whats happening in San Diego.<br /> Pet friendly friendly dogs no cats<br /> with common deck on Trolley Barn Park. Great 4 kids w/jungle gym and swings in park. older unit but modern amenities<br />north of adams<br /><br /><b>The space</b><br />this upstairs  unit is a 2 bedroom 2 bath apartment<br /> with off street parking.one car not designed for big trucks or vans<br /> Has most all you need including wi fi, internet and cable. <br /> Sleeps 6  comfortably with a great outside area.<br /> park next door.really kid friendly swings and slides jungle gyms<br /><br /><b>Guest access</b><br />with the shared deck and patio enjoy San Diego weather year round<br /><br /><b>Other things to note</b><br />stairs second floor unit","older building in University Heights Village is a walking neighborhood. Our place being on the park is a destination. We see all types. Lots of smiling faces going by. Also dog walkers, joggers and sunbathers. We are also a coffee shop area with restaurants and bars. Everything from the best Mexican fast food in San Diego to two Thai restaurants. One being vegan. Also French, Ethiopian, Armenian, Iranian, barbecue, American and more. We are within 2 blocks of many neighborhood bars. Straight and gay. There is a Buddhist Temple and churches. University Heights has a massage School and inexpensive clinic. we are on the bus line."
2012228,Peaceful Ocean themed Oasis,"Beautiful room in central San Diego, nice comfy country chic home less than 15 minutes to most locales in San Diego ie: SeaWorld, La Jolla, Pacific Beach, Old Town, Downtown. Walking distance to many restaurants, movies, with refrigerator access, BBQ, fire pit, canyon park close by for great hikes. la Jolla shores 10 minutes away by car.  Enjoy!<br /><br /><b>The space</b><br />for these dates if you prefer to be only one in house let me know I'll close off the other room for small fee. I ask that you limit contact to other parts of house to help keep cleaning fees down. This room has new floors and has just been painted, my home is a constant work in progress and I love that. I hope you enjoy it as much as I do.  I have worked at many Hotels, it makes me aware of what is good service. I try to have things more casual and unfettered like airbnb homes are. so make yourself at home. Chat with me when you need to.  Finding a check in time helps my schedule.<br /><br /><b>Guest access</b><","Great location, Clairemont is close to everything,  walking distance to so much local charm. <br />The idea of hopping a bus or driving 10-15 minutes to practically all the highlights of San Diego is such a great benefit for a traveler."
2020499,Best Location; close to bay but on quiet canyon,"Our home has the view as if you are away from the city but one of the most central location in San Diego.   Very close to bay and beach!   <br />Open floor plan.  Great for enjoying the kitchen and outdoors!<br /><br />We highly value our vacation time; including nice beds, sheets, pillows, etc. so we treat you the same.  We keep separate high quality air bnb linens & pillows.  We are not a hotel but we want you to feel valued as such. <br /><br />Very kid friendly: games, toys, pool floaties, kid books, trampoline park<br /><br /><b>The space</b><br />Comfortable CLEAN home in very SAFE & QUIET neighborhood. <br /><br />Feel like you are in your own getaway resort in the backyard with huge canyon view  & pool, but minutes away from local attractions, like Sea World, the bay, the beach, Belmont Park Rollercoaster, downtown, etc.<br /><br />Included:<br />BASIC home supplies<br />parking<br />Wifi (2G & 5G network) <br />Linens, Sheets<br />bath Towels & pool towels <br />Beach & Pool t","We love that it's quiet & private, with a canyon view, yet so close to the beach and bay and central San Diego.<br /><br />All of our neighbors have lived here many years so this is a neighborhood of neighbors watching out for eachother & helping eachother."
2021509,"Mini Hotel, but better!","Come stay at our 8 bedroom 4 bath home in Mission Valley San Diego. We are 15 minutes from the Zoo, Seaworld, Mission beach, Pacific beach, La Jolla, Downtown San Diego Gaslamp district, or Old town for some good Mexican food!",
2023443,"2. Close to Qualcomm UCSD,Clean,WIFI,AC,Parking","Clean beautiful room in a safe and quite neighborhood. The bed is queen size.<br />It's located at Mira Mesa. Close to restaurant and shops.<br />Minutes to Qualcomm, UCSD.<br />20 minutes drive to all San Diego (La Jolla, Torrey Pines, Mission Bay, Pacific Beach, Old Town, Balboa Park, Sea world, Zoo, Gaslamp Quarter, Coronado... ).<br />Room #1 and #2 shared a bathrooms. All our houses remodeled, very clean.<br />We provide towels, shampoo, conditioner, and body wash, hairdryer. You can do laundry. The washer and ....<br /><br /><b>The space</b><br />The bed is queen size.<br />It's located at Mira Mesa. Close to Qualcomm, UCSD and La Jolla, Del Mar... <br />Room #1 and #2 shared a bathrooms. All our houses remodeled, very clean.<br />We provide towels, shampoo, conditioner, and body wash, hairdryer. You can do laundry. The washer and dryer in the garage. And there are iron and ironing board. You can use kitchen and all the kitchen stuffs. There are refrigerator, microwave, toaster, ",
2043138,PB Pier Surfside Studio w/AC+parking+surfboards,"Steps away from the beach on Emerald Ct, smell the ocean air from this spacious studio that has surfboards, boogie boards, and parking for two cars! You're setup for an amazing treat. Bigger group? You can also rent the beach house (sleeps 8) that's on the same lot.<br /><br /><b>The space</b><br />Airbnb at times will restrict who can travel and stay at certain listings. If for some reason Airbnb is not allowing you to book, please message the hosts and we will take care of the issue. <br /><br />**** **Do not use instant book if staying less than 3 nights. Please email me to inquire first.**<br />**There is a 3 night minimum on weekends and a 2 night minimum during the week unless you are filling a gap in the calendar**<br /><br />*** 1 night reservations will not be accepted on Friday or Saturday nights unless they're filling a gap in the calendar. If you book Friday night, you must also stay saturday night and vice versa. All instant book reservations that don't adhere to this will","Pacific Beach is a wonderful neighborhood with so much to do! Within walking distance you can enjoy paddle boarding, surfing, jet ski rentals, power boat rentals, kayaking, snorkeling, yoga, shopping, eating, drinking, you name it! Within a 10 minute drive you have access to SeaWorld, the famous San Diego Zoo, epic deep sea fishing and beautiful world famous beaches such as the La Jolla Cove. Visit energetic downtown and Gaslamp districts or check out some of our world famous breweries. Within a 20 minute drive you can enjoy Coronado Island, The Wild Animal Park, SCRIPPS aquarium and Lego Land. In sunny San Diego the list of things to do is endless!"
2055118,Marina District Walk to Convention Quiet Clean Apt,"Located in the Marina District Downtown - Easy access -  Less than 3 miles to the SAN Airport - 1/2 mile  Amtrak - 1/2 mile Coronado Ferry - 2 min walk to Trolley - 10 min walk to the Gaslamp, grocery store, bars, restaurants, the Embarcadero, Seaport Village, USS Midway,  Convention Center, Marriott Marquis, Manchester Grand Hyatt, Petco Park, Little Italy, Waterfront Park, and other downtown attractions.  A quiet secured building - your stay will provide great rest for work or play!<br /><br /><b>The space</b><br />Welcome to my home.  1 Bedroom 1 bathroom set-up exclusively for guests. You will have the entire condominium to yourself. It has a very comfortable Queen size bed along with a ensuite bathroom with shower and balcony.  Rest of the condo and all the amenities of the building are for your use. Your room has your Closet - Dresser - Iron and Ironing Board - Beach Gear (chairs umbrella beach towels) - as well as Toiletries if needed - you are more that welcome to use in unit W",The Marina District is the 'crown jewel' of downtown - close to everything yet quite - clean - and safe. Walk score of  94!  Eat Drink Play Work all at your doorstep.
2057123,"Silver Terrace Delight by Old Town, Sea World, Bay","This is a recently constructed unit (2014) built over a garage in a very central neighborhood of San Diego and is minutes away from most of San Diego's major attraction.  A highlight is the roof top deck used for brunches and fireworks views<br /><br /><b>The space</b><br />The home is part of three units on the property.  The previous garage was removed and rebuilt with unit on the top.  The other two units are also rented out to Airbnb guests.<br /><br />The space is made up of a flexible floor plan that can see the family room turned into a separate bedroom via an opaque sliding glass door.<br /><br />What makes this property unique is it's recent construction and roof top deck with impressive views of The Presidio of San Diego - a historic fort established in 1769 by Gaspar de Portola, leader of the first European land exploration of Alta California.  It was the first permanent European settlement on the Pacific Coast of the United States.  <br /><br />During summers, the view of t","The neighborhood is a very central one located minutes from numerous amenities such as:  Sea World, Mission Bay, Mission Beach, Old Town, Downtown, Fashion Valley Mall, Qualcomm Stadium, and La Jolla."
2083989,Private Guest Suite - 4 blocks from beach,"This guest suite is very private and feels like it’s own separate unit. It's located within a very clean and charming 1918 Craftsman-style home. It has it’s own entrance, living room & kitchenette, bedroom, private half bathroom and outdoor patio. The shower is located in the 2nd bathroom just a few feet outside of your suite within a private hallway. Although the 2nd bathroom is shared with the host, it is very private, clean and available anytime of the day or night.<br /><br /><b>The space</b><br />PRIVATE SUITE INCLUDES:<br />- It's own private entrance<br />- Private living room & kitchenette<br />- Private bedroom<br />- Private half bathroom with toilet and sink. <br />- Private patio<br />- Off-street parking space in driveway<br />- Maximum occupancy is 2 individuals of any age <br />The 2nd bathroom with the shower is considered a ""shared space"" because it's shared with the host. It is very private, clean and accessible for showering any time of day or night. The 2nd bathroom","Ocean Beach is one of the more laid back and relaxing beach towns in San Diego. Yoga studios, coffee houses, restaurants and of course, the beach! The main street is only a few blocks away with shopping and night life. If healthy food options are important to you, the local co-op is 1 block away. Sea World is 1 mile away. Balboa Park and the world famous San Diego Zoo are a 10 minute drive. A 10 minute drive will also bring you to Hillcrest or downtown San Diego with it's historic Gaslamp Quarter and well-known night life. The beachfront amusement park, Belmont Park, is only 2 miles away if you'd like to ride the Giant Dipper roller coaster or be whirled around on some of the other rides. For information on more things to do in the area, look at the ""Guidebook"" section of this listing."
2088659,**South Mission Beach-front House**,"Beautiful Oceanfront 3bd/2ba House! 10 Feet From The Sand. Large Patio! <br />Upstairs unit.<br /><br /><b>The space</b><br />Renting out 1 private room in a spacious and sunny oceanfront 3 bedroom 2 bath house, offering fantastic ocean views throughout. Amenities include Full kitchen with microwave, oven and stove, dishwasher, freezer/frig, pots, pans, plates, utensils, glasses, coffee maker, etc., Free local and Long Distance phone calls, Free WIFI Internet, Free Digital Cable, TVs in living room and master bedroom, DVD Player, FREE washer/dryer. 2 parking spots, 1 garage /1 outside next to building. <br /><br />It is OCEAN FRONT with just the boardwalk separating you from the sand! LARGE deck patio space (over twice size as North Mission houses) with BBQ grill and gas fire pit, 8 chairs, 4 lounge chairs with cushions, outside dinner table with benches, 2 hoses. 5 permanently set up volleyball courts right out in front.<br /><br />This property is just south of (1/4 mile, 5 minute wa",
2092631,Modern 3 bdrm Apt in Banker's Hill,"Stay in my stylish apartment conveniently close to all that San Diego has to offer! Centrally located in the heart of San Diego very near Balboa Park (and the San Diego Zoo) in the affluent Banker's Hill neighborhood.<br /><br /><b>The space</b><br />This three bedrooms and two baths apartment is located on the second floor.  It accommodates up to six people comfortably.  The unit is fully furnished and will make you a nice home base in San Diego.<br />Each bedroom has a queen size bed.  The cozy dining/living room features a comfortable bench with cushions, a flat screen TV with access to Apple TV for Netflix, YouTube and iTunes. High-speed wireless internet is provided with WiFi. The kitchen is fully equipped with a gas stove, microwave, dishwasher, and refrigerator.  If you prefer home cooking, kitchen utensils, pots, and pans are also available for your convenience.  Provided also are freshly laundered bedding, bath towels and basic toiletries.  <br />Parking is metered street park","The apartment is in the neighborhood of Banker's Hill, which is located in central San Diego between the Gaslamp District and Hillcrest. It is a pedestrian friendly neighborhood.  Even though it is only one block away from Balboa Park, it has all the benefits of urban living. There are several convenience stores and smaller markets close by. Supermarkets and pharmacies are within a mile radius of the apartment.  There is a nice selection of coffee shops, cafes and restaurants within walking distance of the apartment. Enjoy great night life, fine dining and shopping whether you head one mile south to the Gaslamp District or one mile north to Hillcrest.  Balboa Park is just one block east of the apartment where you will find the San Diego Zoo, a variety of museums, hiking trails, and bike paths.  Seaworld and the beaches are about 15 minutes away by car."
2093833,Backyard Paradise near Mission Bay,"Our guest room is situated in a private corner of our home w/ a private bath, a huge kitchen, and a gorgeous outdoor eating area!  We are centrally located, on a quiet street, 1 mile from Mission Bay, and 3 miles from the beach.<br /><br /><b>The space</b><br />Enjoy the gorgeous weather of San Diego in an outdoor paradise.  Centrally located in a quiet suburb of the city.  <br /><br />The room is very private, located in the corner of the house, with a private bathroom, separated from common areas by a long hallway.  Large room has a queen bed, chairs, and dressers.<br /><br />We are a dog friendly home, our Labs are a huge part of our lives and they want to be a part of yours!  We have a gate up across the hallway so you can block them from coming into the guest room & bathroom area if you want some space or leave it open & let them come say hi... <br /><br />We are finishing up with some remodeling.  You'll notice a few touch up areas in progress - like baseboards. <br /><br />We ha","Quiet, friendly neighborhood that is safe and private.  Only one way access road to our street.  Grocery store is right around the corner and the local coffee shop is even closer."
2111974,"""Granada House"" North Park Urban Cottage","Come relax in our urban cottage! Just steps to the center of North Park, 1 block from Observatory Theater. Enjoy a private space & a peaceful outdoor area including backyard chickens... Feel like a true North Parker<br /><br /><b>The space</b><br />We have a comfortable cottage for rent in the highly sought-after neighborhood of North Park in San Diego. You, as our guest(s), will be staying in a quaint space with your own four walls for privacy and private bathroom and small kitchenette. This little bonus spot was originally built in the 1940s (hence the original wood panelling & fireplace) but we updated it 5 years ago adding some modern amenities - including brand new AC & heater system. Spread out and enjoy the outdoor living area with comfy couches, hammocks, movie projector, ... and more! We can't provide food due to city zoning laws but most people want to explore all the great local coffee shops, breweries, & restaurants anyway! The cottage will be stocked with coffee and tea fo","Within a 5 minute walk you can reach most of the best restaurants, bars, and breweries in North Park. On a brewery tour? You can catch at least 6 different tasting rooms on one jaunt: Modern Times, Hess, Thorn Street, North Park Brewing, Belching Beaver, Fall Brewing to name a few..<br /><br />We are happy to give suggestions!"
2122584,Baywatch in San Diego,"Enjoy the ambiance of a beautiful home with panoramic views of Mission Bay.   Plan your day while sitting by a resort-like pool and back yard.  Then, take in the nearby sights (La Jolla, Gas Lamp District, Sea World, Old Town, Zoo).<br /><br /><b>The space</b><br />Stay in a lovely, welcoming home and enjoy tropical back yard views as well as panoramic views of Mission Bay.  You'll love relaxing on the deck or watching fireworks and a view of the city lights while reclining in your queen sized bed watching Netflix.   Your somewhat compact room features mirrored sliding doors and French doors leading out to a large deck.  Deck views overlook an inviting pool with lush tropical growth. as well as sparkling Mission Bay.<br /><br /><b>Guest access</b><br />Guests are welcomed and encouraged  to use the pool and deck area.  However, the pool is heated thermally so it is generally warmer in the summer and early fall months and the spa is not part of amenities due to high expense of heating.<",The wonderful thing about this neighborhood is the fact that it is quite safe and very accessible to the freeway.  It is close to beaches and the downtown area.  It also has a mild climate due to its proximity to the water.
2124940,Cozy & Elegant 1BR -CloseToTheBeach,"Cozy, well-decorated apartment in the heart of Pacific Beach. <br />Neighborhood: safe & friendly; located walking distance to the beach, the bay, and an extensive variety of bars, restaurants, and stores.<br /><br /><b>The space</b><br />Cozy, well-decorated apartment in the heart of Pacific Beach. <br />Neighborhood: safe & friendly; located walking distance to the beach, the bay, and an extensive variety of bars, restaurants, and stores. <br /><br />Apartment: white-red themed apartment with leather furniture and carpeting; white leather couch and flat screen TV in the living room and a spacious round white leather bed in the bedroom. The kitchen has an oven, microwave, ""Keurig"" coffee maker, and a kettle at your full disposal. All furniture was purchased brand-new less than a year ago. The place comfortably fits 2 people. <br /><br />One parking space in the back. Plenty of parking on the street. <br /><br /><br /><br />The apartment is located minutes away from the “strip” (Garnet","The apartment is located minutes away from the “strip” (Garnet Ave) where eateries and bars line the street for a few blocks. Safe and friendly neighborhood that you can explore and enjoy. Everything is nearby and tons of things to do: bike rentals, surfing, hookah lounges, clothing stores, etc."
2130260,La Jolla Craftsman Charmer,"This wood and glass home was designed and built by a Frank Lloyd Wright protege. It is quiet, nestled in the trees, and just a few blocks to the world famous Wind N Sea Beach. We live along the bike path for easy access to anywhere in La Jolla.<br /><br /><b>The space</b><br />Lots of wood and glass surrounded by trees makes this a cozy and welcoming home.  The three patios surrounding the home provide several options for outdoor relaxing and enjoyment.<br /><br /><b>Guest access</b><br />Guests will have total access to the house; please treat it as your own. Please note that we have a cockapoo (dog) which requires food and water. All of the guests that have stayed here have truly enjoyed caring for our pet.<br /><br /><b>Other things to note</b><br />4 day minimum.","Our home is a perfect La Jolla location.  Four short blocks to the beach, situated on the bike path, one mile from the center of the village.  A 20 minute drive to Sea World or the world famous San Diego Zoo."
